stable_id,display_name,production_url,astro_url,bio_status,portrait_status,uses_default_missing_image,formatting_status,paragraph_quality,title_class_display_status,review_notice_status,mobile_readability_status,recommended_action,priority,notes
jrhof-wp-3045,Dave Baker,https://jrhof.org/inductees/dave_baker/,https://jrhof.org/inductees/dave_baker/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=4; words=217; Original source files map cleanly.
jrhof-wp-3103,Joe Bonacquista,https://jrhof.org/inductees/joe_bonacquista/,https://jrhof.org/inductees/joe_bonacquista/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=474; Original source files map cleanly.
jrhof-wp-3082,Joey Borjon,https://jrhof.org/inductees/joey_borjon/,https://jrhof.org/inductees/joey_borjon/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=6; words=311; Original source files map cleanly.
jrhof-wp-2982,Mike Doohan,https://jrhof.org/inductees/mike_doohan/,https://jrhof.org/inductees/mike_doohan/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=657; Original source files map cleanly.
jrhof-wp-3043,Don Hegi,https://jrhof.org/inductees/don_hegi/,https://jrhof.org/inductees/don_hegi/,pending_biography,verified_candidate,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Review remaining source gaps and prior audit notes.
jrhof-wp-3031,Dan Ringsby,https://jrhof.org/inductees/dan_ringsby/,https://jrhof.org/inductees/dan_ringsby/,pending_biography,verified_candidate,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Review remaining source gaps and prior audit notes.
jrhof-wp-2981,Neil Devlin,https://jrhof.org/inductees/neil_devlin/,https://jrhof.org/inductees/neil_devlin/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=588; Original source files map cleanly.
jrhof-wp-3168,Myran Dunker,https://jrhof.org/inductees/myran_dunker/,https://jrhof.org/inductees/myran_dunker/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=432; Original source files map cleanly.
jrhof-wp-3111,Randy Holmen,https://jrhof.org/inductees/randy_holmen/,https://jrhof.org/inductees/randy_holmen/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=450; Original source files map cleanly.
jrhof-wp-3063,Tim Kardatzke,https://jrhof.org/inductees/tim_kardatzke/,https://jrhof.org/inductees/tim_kardatzke/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=6; words=259; Original source files map cleanly.
jrhof-wp-2999,Dennis Smith,https://jrhof.org/inductees/dennis_smith/,https://jrhof.org/inductees/dennis_smith/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=6; words=366; Original source files map cleanly.
jrhof-wp-3009,Keith Bailey,https://jrhof.org/inductees/keith_bailey/,https://jrhof.org/inductees/keith_bailey/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=9; words=980; Original source files map cleanly.
jrhof-wp-3109,Doug Graham,https://jrhof.org/inductees/doug_graham/,https://jrhof.org/inductees/doug_graham/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=4; words=253; Original source files map cleanly.
jrhof-wp-3013,Dick Reininger,https://jrhof.org/inductees/richard_reininger/,https://jrhof.org/inductees/richard_reininger/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=305; Original source files map cleanly.
jrhof-wp-3044,Lee Rosa,https://jrhof.org/inductees/lee_rosa/,https://jrhof.org/inductees/lee_rosa/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=6; words=400; Original source files map cleanly.
jrhof-wp-2990,Paul Babkiewich,https://jrhof.org/inductees/paul_babkiewich/,https://jrhof.org/inductees/paul_babkiewich/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=516; Original source files map cleanly.
jrhof-wp-3062,Ross Barlow,https://jrhof.org/inductees/ross_barlow/,https://jrhof.org/inductees/ross_barlow/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=12; words=469; Original source files map cleanly.
jrhof-wp-3116,Terry Garvey,https://jrhof.org/inductees/terry_garvey/,https://jrhof.org/inductees/terry_garvey/,complete_biography,alternate_pending_review_svg,false,good,good,pass,board_and_source_review_notices_visible,pass_layout,restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=9; words=809; Astro uses portrait-pending.svg; production-familiar default should be restored; Original biography says Terry; source photo is named Ray_Garvey.jpg. Terry/Ray identity remains blocked.
jrhof-wp-3055,Dan Cholas,https://jrhof.org/inductees/dan_cholas/,https://jrhof.org/inductees/dan_cholas/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=630; Original source files map cleanly.
jrhof-wp-3088,Mark Denzin,https://jrhof.org/inductees/mark_denzin/,https://jrhof.org/inductees/mark_denzin/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=699; Original source files map cleanly.
jrhof-wp-3017,Don Stengel,https://jrhof.org/inductees/don_stengel/,https://jrhof.org/inductees/don_stengel/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=6; words=403; Original source files map cleanly.
jrhof-wp-3065,Bob Jones,https://jrhof.org/inductees/bob_jones/,https://jrhof.org/inductees/bob_jones/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=636; Original source files map cleanly.
jrhof-wp-3014,Ed OConnor,https://jrhof.org/inductees/ed_oconnor/,https://jrhof.org/inductees/ed_oconnor/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=13; words=454; Original source files map cleanly.
jrhof-wp-3021,Tom Smith,https://jrhof.org/inductees/tom_smith/,https://jrhof.org/inductees/tom_smith/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=12; words=1158; Original source files map cleanly.
jrhof-wp-2986,Bruce Grigsby,https://jrhof.org/inductees/bruce_grigsby/,https://jrhof.org/inductees/bruce_grigsby/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=557; Original source files map cleanly.
jrhof-wp-3095,Leonard Varriano,https://jrhof.org/inductees/leonard_varriano/,https://jrhof.org/inductees/leonard_varriano/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=416; Original source files map cleanly.
jrhof-wp-2974,John Walsh,https://jrhof.org/inductees/john_walsh/,https://jrhof.org/inductees/john_walsh/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=455; Original source files map cleanly.
jrhof-wp-2992,Bruce Bradshaw,https://jrhof.org/inductees/bruce_bradshaw/,https://jrhof.org/inductees/bruce_bradshaw/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=9; words=446; Original source files map cleanly.
jrhof-wp-3140,Dave Schmidt,https://jrhof.org/inductees/dave_schmidt/,https://jrhof.org/inductees/dave_schmidt/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=11; words=467; Original non-empty biography and person-specific .jpg resolve the prior source uncertainty; a Missing placeholder duplicate should be ignored.
jrhof-wp-2970,Jack Smith,https://jrhof.org/inductees/jack_smith/,https://jrhof.org/inductees/jack_smith/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=420; Original source files map cleanly.
jrhof-wp-3157,Fritz Johnstone,https://jrhof.org/inductees/fritz_johnstone/,https://jrhof.org/inductees/fritz_johnstone/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=460; Original source files map cleanly.
jrhof-wp-2994,Richard Mauro,https://jrhof.org/inductees/richard_mauro/,https://jrhof.org/inductees/richard_mauro/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=427; Original source files map cleanly.
jrhof-wp-3076,Robert Schnabel,https://jrhof.org/inductees/robert_schnabel/,https://jrhof.org/inductees/robert_schnabel/,complete_biography,verified_candidate,false,likely_paragraph_merge,needs_paragraph_restoration,pass,source_review_notice_visible,readable_but_long_merged_paragraph,restore_paragraph_breaks|remove_public_source_notice,high,paragraphs=1; words=114; Correct 2010 Robert Schnabel biography and person-specific portrait are present in original sources. WordPress/live biography is explicitly excluded.
jrhof-wp-2987,Mike Brady,https://jrhof.org/inductees/mike_brady/,https://jrhof.org/inductees/mike_brady/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=512; Original source files map cleanly.
jrhof-wp-3125,Irv Brown,https://jrhof.org/inductees/irv_brown/,https://jrhof.org/inductees/irv_brown/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=10; words=775; Original source files map cleanly.
jrhof-wp-3070,Frank DeAngelis,https://jrhof.org/inductees/frank_deangelis/,https://jrhof.org/inductees/frank_deangelis/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=31; words=828; Original source files map cleanly.
jrhof-wp-2973,Thomas Severtson,https://jrhof.org/inductees/thomas_severtson/,https://jrhof.org/inductees/thomas_severtson/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=428; Original source files map cleanly.
jrhof-wp-3066,Robert Campbell,https://jrhof.org/inductees/robert_campbell/,https://jrhof.org/inductees/robert_campbell/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=1159; Original source files map cleanly.
jrhof-wp-3046,Rich Czernicki,https://jrhof.org/inductees/rich_czernicki/,https://jrhof.org/inductees/rich_czernicki/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=739; Original source files map cleanly.
jrhof-wp-3000,Arny Karraker,https://jrhof.org/inductees/arny_karraker/,https://jrhof.org/inductees/arny_karraker/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=281; Original source files map cleanly.
jrhof-wp-3026,Ernie Ortiz,https://jrhof.org/inductees/ernie_ortiz/,https://jrhof.org/inductees/ernie_ortiz/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=626; Original source files map cleanly.
jrhof-wp-3035,"Carl Zele, Jr",https://jrhof.org/inductees/carl_zele_jr/,https://jrhof.org/inductees/carl_zele_jr/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=664; Original source files map cleanly.
jrhof-wp-3170,Robert Blaser,https://jrhof.org/inductees/robert_blaser/,https://jrhof.org/inductees/robert_blaser/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=623; Original source files map cleanly.
jrhof-wp-3121,Richard Fanning,https://jrhof.org/inductees/richard_fanning/,https://jrhof.org/inductees/richard_fanning/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=862; Original source files map cleanly.
jrhof-wp-3166,Don Carlsen,https://jrhof.org/inductees/don_carlsen/,https://jrhof.org/inductees/don_carlsen/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=639; Original source files map cleanly.
jrhof-wp-3158,Ernie Kozacek,https://jrhof.org/inductees/ernie_kozacek/,https://jrhof.org/inductees/ernie_kozacek/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=380; Original source files map cleanly.
jrhof-wp-3089,Joseph Massaro,https://jrhof.org/inductees/joseph_massaro/,https://jrhof.org/inductees/joseph_massaro/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=801; Original source files map cleanly.
jrhof-wp-3058,Bob Ottewill,https://jrhof.org/inductees/bob_ottewill/,https://jrhof.org/inductees/bob_ottewill/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=550; Original source files map cleanly.
jrhof-wp-3032,Bob Meisner,https://jrhof.org/inductees/bob_meisner/,https://jrhof.org/inductees/bob_meisner/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=683; Original source files map cleanly.
jrhof-wp-3033,Al Raglin,https://jrhof.org/inductees/al_raglin/,https://jrhof.org/inductees/al_raglin/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=5; words=228; Original source files map cleanly.
jrhof-wp-3029,Jim Schaefer,https://jrhof.org/inductees/jim_schaefer/,https://jrhof.org/inductees/jim_schaefer/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=803; Original source files map cleanly.
jrhof-wp-3152,Bud Schoepflin,https://jrhof.org/inductees/bud_schoepflin/,https://jrhof.org/inductees/bud_schoepflin/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=685; Original source files map cleanly.
jrhof-wp-3005,Gary Baker,https://jrhof.org/inductees/gary_baker/,https://jrhof.org/inductees/gary_baker/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=366; Original source files map cleanly.
jrhof-wp-3097,Ross MacAskill,https://jrhof.org/inductees/ross_macaskill/,https://jrhof.org/inductees/ross_macaskill/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=494; Original source files map cleanly.
jrhof-wp-3160,Gordon Cooper,https://jrhof.org/inductees/gordon_cooper/,https://jrhof.org/inductees/gordon_cooper/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=571; Original source files map cleanly.
jrhof-wp-3127,Pat Haggerty,https://jrhof.org/inductees/pat_haggerty/,https://jrhof.org/inductees/pat_haggerty/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=507; Original source files map cleanly.
jrhof-wp-3051,Jim Jenkins,https://jrhof.org/inductees/jim_jenkins/,https://jrhof.org/inductees/jim_jenkins/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=510; Original source files map cleanly.
jrhof-wp-3037,Ron Piotraschke,https://jrhof.org/inductees/ron_piotraschke/,https://jrhof.org/inductees/ron_piotraschke/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=533; Original source files map cleanly.
jrhof-wp-3056,Raymond Powe,https://jrhof.org/inductees/raymond_powe/,https://jrhof.org/inductees/raymond_powe/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=388; Original source files map cleanly.
jrhof-wp-3091,Richard Chandler,https://jrhof.org/inductees/richard_chandler/,https://jrhof.org/inductees/richard_chandler/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=688; Original source files map cleanly.
jrhof-wp-3023,Richard Hawkins,https://jrhof.org/inductees/richard_hawkins/,https://jrhof.org/inductees/richard_hawkins/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=1004; Original source files map cleanly.
jrhof-wp-3129,Chris Dittman,https://jrhof.org/inductees/chris_dittman/,https://jrhof.org/inductees/chris_dittman/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=599; Original source files map cleanly.
jrhof-wp-3001,Leroy Garzonio,https://jrhof.org/inductees/leroy_garzonio/,https://jrhof.org/inductees/leroy_garzonio/,complete_biography,alternate_pending_review_svg,false,good,good,pass,source_review_notice_visible,pass_layout,restore_production_default_missing_image|remove_public_source_notice,high,paragraphs=7; words=671; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3002,Frank Messenger,https://jrhof.org/inductees/frank_messenger/,https://jrhof.org/inductees/frank_messenger/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=635; Original source files map cleanly.
jrhof-wp-3104,Del Petersen,https://jrhof.org/inductees/del_petersen/,https://jrhof.org/inductees/del_petersen/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3039,Bob Ferguson,https://jrhof.org/inductees/bob_ferguson/,https://jrhof.org/inductees/bob_ferguson/,complete_biography,alternate_pending_review_svg,false,good,good,pass,source_review_notice_visible,pass_layout,restore_production_default_missing_image|remove_public_source_notice,high,paragraphs=7; words=420; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3025,Bill Lind,https://jrhof.org/inductees/bill_lind/,https://jrhof.org/inductees/bill_lind/,complete_biography,alternate_pending_review_svg,false,good,good,pass,source_review_notice_visible,pass_layout,restore_production_default_missing_image|remove_public_source_notice,high,paragraphs=7; words=331; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3072,Steve Usecheck,https://jrhof.org/inductees/steve_usecheck/,https://jrhof.org/inductees/steve_usecheck/,complete_biography,verified_candidate,false,good,good,pass,board_and_source_review_notices_visible,pass_layout,human_review_before_launch|remove_public_source_notice,high,"paragraphs=8; words=555; Original biography text uses Steve Usechek, Jr.; control roster uses Steve Usecheck. Confirm preferred spelling/suffix."
jrhof-wp-3027,Ken Furman,https://jrhof.org/inductees/ken_furman/,https://jrhof.org/inductees/ken_furman/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=708; Original source files map cleanly.
jrhof-wp-3012,Joe Maciel,https://jrhof.org/inductees/joe_maciel/,https://jrhof.org/inductees/joe_maciel/,complete_biography,alternate_pending_review_svg,false,good,good,pass,source_review_notice_visible,pass_layout,restore_production_default_missing_image|remove_public_source_notice,high,paragraphs=7; words=345; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-2971,Howard Dunbar,https://jrhof.org/inductees/howard_dunbar/,https://jrhof.org/inductees/howard_dunbar/,complete_biography,alternate_pending_review_svg,false,good,good,pass,source_review_notice_visible,pass_layout,restore_production_default_missing_image|remove_public_source_notice,high,paragraphs=7; words=416; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-2996,Cliff Hendrick,https://jrhof.org/inductees/cliff_hendrick/,https://jrhof.org/inductees/cliff_hendrick/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=466; Original source files map cleanly.
jrhof-wp-3067,Ed Underwood,https://jrhof.org/inductees/ed_underwood/,https://jrhof.org/inductees/ed_underwood/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=408; Original source files map cleanly.
jrhof-wp-3008,Howard Wentz,https://jrhof.org/inductees/howard_wentz/,https://jrhof.org/inductees/howard_wentz/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=6; words=434; Original source files map cleanly.
jrhof-wp-2983,Bud Best,https://jrhof.org/inductees/bud_best/,https://jrhof.org/inductees/bud_best/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=418; Original source files map cleanly.
jrhof-wp-3133,Jim Dorsey,https://jrhof.org/inductees/jim_dorsey/,https://jrhof.org/inductees/jim_dorsey/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=253; Original source files map cleanly.
jrhof-wp-3040,Tom Freed,https://jrhof.org/inductees/tom_freed/,https://jrhof.org/inductees/tom_freed/,complete_biography,alternate_pending_review_svg,false,good,good,pass,source_review_notice_visible,pass_layout,restore_production_default_missing_image|remove_public_source_notice,high,paragraphs=7; words=337; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-1120,Joe Rossi,https://jrhof.org/inductees/joe-rossi/,https://jrhof.org/inductees/joe-rossi/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=271; Original source files map cleanly.
jrhof-wp-3061,Don Cimaglia,https://jrhof.org/inductees/don_cimaglia/,https://jrhof.org/inductees/don_cimaglia/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Original DOCX is empty; .jpg is the same generic silhouette used for four people and is not a portrait.
